"anio","mes","fecha_corte","hora","genero","rango_edad","viajes"
2010,"Abril","2010-04-30","00:00:00 hrs","Hombre","10 - 20 años",7
2010,"Abril","2010-04-30","00:00:00 hrs","Hombre","21 - 30 años",87
2010,"Abril","2010-04-30","00:00:00 hrs","Hombre","31 - 40 años",71
2010,"Abril","2010-04-30","00:00:00 hrs","Hombre","41 - 50 años",65
2010,"Abril","2010-04-30","00:00:00 hrs","Hombre","51 - 60 años",12
2010,"Abril","2010-04-30","00:00:00 hrs","Hombre","61 - 70 años",5
2010,"Abril","2010-04-30","00:00:00 hrs","Mujer","10 - 20 años",3
2010,"Abril","2010-04-30","00:00:00 hrs","Mujer","21 - 30 años",31
2010,"Abril","2010-04-30","00:00:00 hrs","Mujer","31 - 40 años",25
2010,"Abril","2010-04-30","00:00:00 hrs","Mujer","41 - 50 años",6
2010,"Abril","2010-04-30","00:00:00 hrs","Mujer","51 - 60 años",3
2010,"Abril","2010-04-30","01:00:00 hrs","Hombre","21 - 30 años",1
2010,"Abril","2010-04-30","01:00:00 hrs","Hombre","31 - 40 años",4
2010,"Abril","2010-04-30","01:00:00 hrs","Hombre","41 - 50 años",4
2010,"Abril","2010-04-30","01:00:00 hrs","Mujer","21 - 30 años",2
2010,"Abril","2010-04-30","01:00:00 hrs","Mujer","31 - 40 años",2
2010,"Abril","2010-04-30","02:00:00 hrs","Hombre","21 - 30 años",3
2010,"Abril","2010-04-30","02:00:00 hrs","Hombre","31 - 40 años",4
2010,"Abril","2010-04-30","02:00:00 hrs","Hombre","41 - 50 años",3
2010,"Abril","2010-04-30","02:00:00 hrs","Hombre","51 - 60 años",1
2010,"Abril","2010-04-30","02:00:00 hrs","Mujer","21 - 30 años",3
2010,"Abril","2010-04-30","02:00:00 hrs","Mujer","31 - 40 años",2
2010,"Abril","2010-04-30","03:00:00 hrs","Hombre","10 - 20 años",1
2010,"Abril","2010-04-30","03:00:00 hrs","Hombre","21 - 30 años",3
2010,"Abril","2010-04-30","03:00:00 hrs","Hombre","31 - 40 años",1
2010,"Abril","2010-04-30","03:00:00 hrs","Hombre","41 - 50 años",5
2010,"Abril","2010-04-30","03:00:00 hrs","Hombre","51 - 60 años",1
2010,"Abril","2010-04-30","03:00:00 hrs","Mujer","21 - 30 años",3
2010,"Abril","2010-04-30","03:00:00 hrs","Mujer","31 - 40 años",1
2010,"Abril","2010-04-30","03:00:00 hrs","Mujer","41 - 50 años",1
2010,"Abril","2010-04-30","04:00:00 hrs","Hombre","21 - 30 años",4
2010,"Abril","2010-04-30","04:00:00 hrs","Hombre","31 - 40 años",3
2010,"Abril","2010-04-30","04:00:00 hrs","Hombre","41 - 50 años",2
2010,"Abril","2010-04-30","04:00:00 hrs","Hombre","51 - 60 años",2
2010,"Abril","2010-04-30","04:00:00 hrs","Mujer","41 - 50 años",1
2010,"Abril","2010-04-30","04:00:00 hrs","Mujer","51 - 60 años",1
2010,"Abril","2010-04-30","05:00:00 hrs","Hombre","21 - 30 años",3
2010,"Abril","2010-04-30","05:00:00 hrs","Hombre","51 - 60 años",2
2010,"Abril","2010-04-30","05:00:00 hrs","Mujer","21 - 30 años",1
2010,"Abril","2010-04-30","06:00:00 hrs","Hombre","21 - 30 años",2
2010,"Abril","2010-04-30","06:00:00 hrs","Hombre","31 - 40 años",4
2010,"Abril","2010-04-30","06:00:00 hrs","Mujer","21 - 30 años",1
2010,"Abril","2010-04-30","07:00:00 hrs","Hombre","10 - 20 años",11
2010,"Abril","2010-04-30","07:00:00 hrs","Hombre","21 - 30 años",227
2010,"Abril","2010-04-30","07:00:00 hrs","Hombre","31 - 40 años",214
2010,"Abril","2010-04-30","07:00:00 hrs","Hombre","41 - 50 años",140
2010,"Abril","2010-04-30","07:00:00 hrs","Hombre","51 - 60 años",103
2010,"Abril","2010-04-30","07:00:00 hrs","Hombre","61 - 70 años",23
2010,"Abril","2010-04-30","07:00:00 hrs","Mujer","10 - 20 años",2
2010,"Abril","2010-04-30","07:00:00 hrs","Mujer","21 - 30 años",119
2010,"Abril","2010-04-30","07:00:00 hrs","Mujer","31 - 40 años",105
2010,"Abril","2010-04-30","07:00:00 hrs","Mujer","41 - 50 años",57
2010,"Abril","2010-04-30","07:00:00 hrs","Mujer","51 - 60 años",21
2010,"Abril","2010-04-30","07:00:00 hrs","Mujer","61 - 70 años",1
2010,"Abril","2010-04-30","08:00:00 hrs","Hombre","10 - 20 años",28
2010,"Abril","2010-04-30","08:00:00 hrs","Hombre","21 - 30 años",611
2010,"Abril","2010-04-30","08:00:00 hrs","Hombre","31 - 40 años",660
2010,"Abril","2010-04-30","08:00:00 hrs","Hombre","41 - 50 años",241
2010,"Abril","2010-04-30","08:00:00 hrs","Hombre","51 - 60 años",184
2010,"Abril","2010-04-30","08:00:00 hrs","Hombre","61 - 70 años",33
2010,"Abril","2010-04-30","08:00:00 hrs","Hombre","71 - 80 años",3
2010,"Abril","2010-04-30","08:00:00 hrs","Mujer","10 - 20 años",10
2010,"Abril","2010-04-30","08:00:00 hrs","Mujer","21 - 30 años",233
2010,"Abril","2010-04-30","08:00:00 hrs","Mujer","31 - 40 años",145
2010,"Abril","2010-04-30","08:00:00 hrs","Mujer","41 - 50 años",49
2010,"Abril","2010-04-30","08:00:00 hrs","Mujer","51 - 60 años",27
2010,"Abril","2010-04-30","08:00:00 hrs","Mujer","61 - 70 años",11
2010,"Abril","2010-04-30","09:00:00 hrs","Hombre","10 - 20 años",32
2010,"Abril","2010-04-30","09:00:00 hrs","Hombre","21 - 30 años",956
2010,"Abril","2010-04-30","09:00:00 hrs","Hombre","31 - 40 años",909
2010,"Abril","2010-04-30","09:00:00 hrs","Hombre","41 - 50 años",349
2010,"Abril","2010-04-30","09:00:00 hrs","Hombre","51 - 60 años",148
2010,"Abril","2010-04-30","09:00:00 hrs","Hombre","61 - 70 años",45
2010,"Abril","2010-04-30","09:00:00 hrs","Hombre","71 - 80 años",3
2010,"Abril","2010-04-30","09:00:00 hrs","Mujer","10 - 20 años",13
2010,"Abril","2010-04-30","09:00:00 hrs","Mujer","21 - 30 años",423
2010,"Abril","2010-04-30","09:00:00 hrs","Mujer","31 - 40 años",208
2010,"Abril","2010-04-30","09:00:00 hrs","Mujer","41 - 50 años",89
2010,"Abril","2010-04-30","09:00:00 hrs","Mujer","51 - 60 años",53
2010,"Abril","2010-04-30","09:00:00 hrs","Mujer","61 - 70 años",5
2010,"Abril","2010-04-30","10:00:00 hrs","Hombre","10 - 20 años",18
2010,"Abril","2010-04-30","10:00:00 hrs","Hombre","21 - 30 años",449
2010,"Abril","2010-04-30","10:00:00 hrs","Hombre","31 - 40 años",553
2010,"Abril","2010-04-30","10:00:00 hrs","Hombre","41 - 50 años",338
2010,"Abril","2010-04-30","10:00:00 hrs","Hombre","51 - 60 años",144
2010,"Abril","2010-04-30","10:00:00 hrs","Hombre","61 - 70 años",39
2010,"Abril","2010-04-30","10:00:00 hrs","Hombre","71 - 80 años",3
2010,"Abril","2010-04-30","10:00:00 hrs","Mujer","10 - 20 años",11
2010,"Abril","2010-04-30","10:00:00 hrs","Mujer","21 - 30 años",297
2010,"Abril","2010-04-30","10:00:00 hrs","Mujer","31 - 40 años",162
2010,"Abril","2010-04-30","10:00:00 hrs","Mujer","41 - 50 años",78
2010,"Abril","2010-04-30","10:00:00 hrs","Mujer","51 - 60 años",42
2010,"Abril","2010-04-30","10:00:00 hrs","Mujer","61 - 70 años",1
2010,"Abril","2010-04-30","11:00:00 hrs","Hombre","10 - 20 años",22
2010,"Abril","2010-04-30","11:00:00 hrs","Hombre","21 - 30 años",382
2010,"Abril","2010-04-30","11:00:00 hrs","Hombre","31 - 40 años",596
2010,"Abril","2010-04-30","11:00:00 hrs","Hombre","41 - 50 años",305
2010,"Abril","2010-04-30","11:00:00 hrs","Hombre","51 - 60 años",175
2010,"Abril","2010-04-30","11:00:00 hrs","Hombre","61 - 70 años",49
2010,"Abril","2010-04-30","11:00:00 hrs","Hombre","71 - 80 años",2
2010,"Abril","2010-04-30","11:00:00 hrs","Mujer","10 - 20 años",14
2010,"Abril","2010-04-30","11:00:00 hrs","Mujer","21 - 30 años",224
2010,"Abril","2010-04-30","11:00:00 hrs","Mujer","31 - 40 años",207
2010,"Abril","2010-04-30","11:00:00 hrs","Mujer","41 - 50 años",82
2010,"Abril","2010-04-30","11:00:00 hrs","Mujer","51 - 60 años",47
2010,"Abril","2010-04-30","11:00:00 hrs","Mujer","61 - 70 años",2
2010,"Abril","2010-04-30","11:00:00 hrs","Mujer","71 - 80 años",2
2010,"Abril","2010-04-30","12:00:00 hrs","Hombre","10 - 20 años",30
2010,"Abril","2010-04-30","12:00:00 hrs","Hombre","21 - 30 años",436
2010,"Abril","2010-04-30","12:00:00 hrs","Hombre","31 - 40 años",628
2010,"Abril","2010-04-30","12:00:00 hrs","Hombre","41 - 50 años",318
2010,"Abril","2010-04-30","12:00:00 hrs","Hombre","51 - 60 años",160
2010,"Abril","2010-04-30","12:00:00 hrs","Hombre","61 - 70 años",51
2010,"Abril","2010-04-30","12:00:00 hrs","Hombre","71 - 80 años",6
2010,"Abril","2010-04-30","12:00:00 hrs","Mujer","10 - 20 años",6
2010,"Abril","2010-04-30","12:00:00 hrs","Mujer","21 - 30 años",274
2010,"Abril","2010-04-30","12:00:00 hrs","Mujer","31 - 40 años",215
2010,"Abril","2010-04-30","12:00:00 hrs","Mujer","41 - 50 años",107
2010,"Abril","2010-04-30","12:00:00 hrs","Mujer","51 - 60 años",55
2010,"Abril","2010-04-30","12:00:00 hrs","Mujer","61 - 70 años",1
2010,"Abril","2010-04-30","12:00:00 hrs","Mujer","71 - 80 años",2
2010,"Abril","2010-04-30","13:00:00 hrs","Hombre","10 - 20 años",36
2010,"Abril","2010-04-30","13:00:00 hrs","Hombre","21 - 30 años",604
2010,"Abril","2010-04-30","13:00:00 hrs","Hombre","31 - 40 años",699
2010,"Abril","2010-04-30","13:00:00 hrs","Hombre","41 - 50 años",350
2010,"Abril","2010-04-30","13:00:00 hrs","Hombre","51 - 60 años",214
2010,"Abril","2010-04-30","13:00:00 hrs","Hombre","61 - 70 años",65
2010,"Abril","2010-04-30","13:00:00 hrs","Hombre","71 - 80 años",5
2010,"Abril","2010-04-30","13:00:00 hrs","Mujer","10 - 20 años",16
2010,"Abril","2010-04-30","13:00:00 hrs","Mujer","21 - 30 años",242
2010,"Abril","2010-04-30","13:00:00 hrs","Mujer","31 - 40 años",270
2010,"Abril","2010-04-30","13:00:00 hrs","Mujer","41 - 50 años",107
2010,"Abril","2010-04-30","13:00:00 hrs","Mujer","51 - 60 años",63
2010,"Abril","2010-04-30","13:00:00 hrs","Mujer","61 - 70 años",2
2010,"Abril","2010-04-30","14:00:00 hrs","Hombre","10 - 20 años",31
2010,"Abril","2010-04-30","14:00:00 hrs","Hombre","21 - 30 años",762
2010,"Abril","2010-04-30","14:00:00 hrs","Hombre","31 - 40 años",953
2010,"Abril","2010-04-30","14:00:00 hrs","Hombre","41 - 50 años",442
2010,"Abril","2010-04-30","14:00:00 hrs","Hombre","51 - 60 años",244
2010,"Abril","2010-04-30","14:00:00 hrs","Hombre","61 - 70 años",70
2010,"Abril","2010-04-30","14:00:00 hrs","Hombre","71 - 80 años",1
2010,"Abril","2010-04-30","14:00:00 hrs","Mujer","10 - 20 años",22
2010,"Abril","2010-04-30","14:00:00 hrs","Mujer","21 - 30 años",468
2010,"Abril","2010-04-30","14:00:00 hrs","Mujer","31 - 40 años",268
2010,"Abril","2010-04-30","14:00:00 hrs","Mujer","41 - 50 años",126
2010,"Abril","2010-04-30","14:00:00 hrs","Mujer","51 - 60 años",76
2010,"Abril","2010-04-30","14:00:00 hrs","Mujer","61 - 70 años",3
2010,"Abril","2010-04-30","15:00:00 hrs","Hombre","10 - 20 años",34
2010,"Abril","2010-04-30","15:00:00 hrs","Hombre","21 - 30 años",783
2010,"Abril","2010-04-30","15:00:00 hrs","Hombre","31 - 40 años",943
2010,"Abril","2010-04-30","15:00:00 hrs","Hombre","41 - 50 años",471
2010,"Abril","2010-04-30","15:00:00 hrs","Hombre","51 - 60 años",249
2010,"Abril","2010-04-30","15:00:00 hrs","Hombre","61 - 70 años",55
2010,"Abril","2010-04-30","15:00:00 hrs","Hombre","71 - 80 años",3
2010,"Abril","2010-04-30","15:00:00 hrs","Mujer","10 - 20 años",14
2010,"Abril","2010-04-30","15:00:00 hrs","Mujer","21 - 30 años",461
2010,"Abril","2010-04-30","15:00:00 hrs","Mujer","31 - 40 años",331
2010,"Abril","2010-04-30","15:00:00 hrs","Mujer","41 - 50 años",121
2010,"Abril","2010-04-30","15:00:00 hrs","Mujer","51 - 60 años",61
2010,"Abril","2010-04-30","15:00:00 hrs","Mujer","61 - 70 años",14
2010,"Abril","2010-04-30","16:00:00 hrs","Hombre","10 - 20 años",38
2010,"Abril","2010-04-30","16:00:00 hrs","Hombre","21 - 30 años",660
2010,"Abril","2010-04-30","16:00:00 hrs","Hombre","31 - 40 años",809
2010,"Abril","2010-04-30","16:00:00 hrs","Hombre","41 - 50 años",377
2010,"Abril","2010-04-30","16:00:00 hrs","Hombre","51 - 60 años",212
2010,"Abril","2010-04-30","16:00:00 hrs","Hombre","61 - 70 años",52
2010,"Abril","2010-04-30","16:00:00 hrs","Hombre","71 - 80 años",5
2010,"Abril","2010-04-30","16:00:00 hrs","Mujer","10 - 20 años",15
2010,"Abril","2010-04-30","16:00:00 hrs","Mujer","21 - 30 años",374
2010,"Abril","2010-04-30","16:00:00 hrs","Mujer","31 - 40 años",286
2010,"Abril","2010-04-30","16:00:00 hrs","Mujer","41 - 50 años",115
2010,"Abril","2010-04-30","16:00:00 hrs","Mujer","51 - 60 años",45
2010,"Abril","2010-04-30","16:00:00 hrs","Mujer","61 - 70 años",11
2010,"Abril","2010-04-30","17:00:00 hrs","Hombre","10 - 20 años",27
2010,"Abril","2010-04-30","17:00:00 hrs","Hombre","21 - 30 años",602
2010,"Abril","2010-04-30","17:00:00 hrs","Hombre","31 - 40 años",740
2010,"Abril","2010-04-30","17:00:00 hrs","Hombre","41 - 50 años",378
2010,"Abril","2010-04-30","17:00:00 hrs","Hombre","51 - 60 años",206
2010,"Abril","2010-04-30","17:00:00 hrs","Hombre","61 - 70 años",73
2010,"Abril","2010-04-30","17:00:00 hrs","Hombre","71 - 80 años",4
2010,"Abril","2010-04-30","17:00:00 hrs","Mujer","10 - 20 años",11
2010,"Abril","2010-04-30","17:00:00 hrs","Mujer","21 - 30 años",356
2010,"Abril","2010-04-30","17:00:00 hrs","Mujer","31 - 40 años",253
2010,"Abril","2010-04-30","17:00:00 hrs","Mujer","41 - 50 años",103
2010,"Abril","2010-04-30","17:00:00 hrs","Mujer","51 - 60 años",53
2010,"Abril","2010-04-30","17:00:00 hrs","Mujer","61 - 70 años",4
2010,"Abril","2010-04-30","18:00:00 hrs","Hombre","10 - 20 años",71
2010,"Abril","2010-04-30","18:00:00 hrs","Hombre","21 - 30 años",938
2010,"Abril","2010-04-30","18:00:00 hrs","Hombre","31 - 40 años",913
2010,"Abril","2010-04-30","18:00:00 hrs","Hombre","41 - 50 años",386
2010,"Abril","2010-04-30","18:00:00 hrs","Hombre","51 - 60 años",219
2010,"Abril","2010-04-30","18:00:00 hrs","Hombre","61 - 70 años",49
2010,"Abril","2010-04-30","18:00:00 hrs","Hombre","71 - 80 años",11
2010,"Abril","2010-04-30","18:00:00 hrs","Mujer","10 - 20 años",22
2010,"Abril","2010-04-30","18:00:00 hrs","Mujer","21 - 30 años",406
2010,"Abril","2010-04-30","18:00:00 hrs","Mujer","31 - 40 años",307
2010,"Abril","2010-04-30","18:00:00 hrs","Mujer","41 - 50 años",114
2010,"Abril","2010-04-30","18:00:00 hrs","Mujer","51 - 60 años",61
2010,"Abril","2010-04-30","18:00:00 hrs","Mujer","61 - 70 años",4
2010,"Abril","2010-04-30","19:00:00 hrs","Hombre","10 - 20 años",42
2010,"Abril","2010-04-30","19:00:00 hrs","Hombre","21 - 30 años",1060
2010,"Abril","2010-04-30","19:00:00 hrs","Hombre","31 - 40 años",1018
2010,"Abril","2010-04-30","19:00:00 hrs","Hombre","41 - 50 años",474
2010,"Abril","2010-04-30","19:00:00 hrs","Hombre","51 - 60 años",241
2010,"Abril","2010-04-30","19:00:00 hrs","Hombre","61 - 70 años",47
2010,"Abril","2010-04-30","19:00:00 hrs","Hombre","71 - 80 años",5
2010,"Abril","2010-04-30","19:00:00 hrs","Mujer","10 - 20 años",18
2010,"Abril","2010-04-30","19:00:00 hrs","Mujer","21 - 30 años",585
2010,"Abril","2010-04-30","19:00:00 hrs","Mujer","31 - 40 años",318
2010,"Abril","2010-04-30","19:00:00 hrs","Mujer","41 - 50 años",154
2010,"Abril","2010-04-30","19:00:00 hrs","Mujer","51 - 60 años",72
2010,"Abril","2010-04-30","19:00:00 hrs","Mujer","61 - 70 años",6
2010,"Abril","2010-04-30","20:00:00 hrs","Hombre","10 - 20 años",49
2010,"Abril","2010-04-30","20:00:00 hrs","Hombre","21 - 30 años",868
2010,"Abril","2010-04-30","20:00:00 hrs","Hombre","31 - 40 años",976
2010,"Abril","2010-04-30","20:00:00 hrs","Hombre","41 - 50 años",452
2010,"Abril","2010-04-30","20:00:00 hrs","Hombre","51 - 60 años",146
2010,"Abril","2010-04-30","20:00:00 hrs","Hombre","61 - 70 años",32
2010,"Abril","2010-04-30","20:00:00 hrs","Hombre","71 - 80 años",1
2010,"Abril","2010-04-30","20:00:00 hrs","Mujer","10 - 20 años",14
2010,"Abril","2010-04-30","20:00:00 hrs","Mujer","21 - 30 años",439
2010,"Abril","2010-04-30","20:00:00 hrs","Mujer","31 - 40 años",282
2010,"Abril","2010-04-30","20:00:00 hrs","Mujer","41 - 50 años",129
2010,"Abril","2010-04-30","20:00:00 hrs","Mujer","51 - 60 años",51
2010,"Abril","2010-04-30","20:00:00 hrs","Mujer","61 - 70 años",3
2010,"Abril","2010-04-30","21:00:00 hrs","Hombre","10 - 20 años",49
2010,"Abril","2010-04-30","21:00:00 hrs","Hombre","21 - 30 años",739
2010,"Abril","2010-04-30","21:00:00 hrs","Hombre","31 - 40 años",682
2010,"Abril","2010-04-30","21:00:00 hrs","Hombre","41 - 50 años",372
2010,"Abril","2010-04-30","21:00:00 hrs","Hombre","51 - 60 años",163
2010,"Abril","2010-04-30","21:00:00 hrs","Hombre","61 - 70 años",16
2010,"Abril","2010-04-30","21:00:00 hrs","Hombre","71 - 80 años",2
2010,"Abril","2010-04-30","21:00:00 hrs","Mujer","10 - 20 años",10
2010,"Abril","2010-04-30","21:00:00 hrs","Mujer","21 - 30 años",369
2010,"Abril","2010-04-30","21:00:00 hrs","Mujer","31 - 40 años",228
2010,"Abril","2010-04-30","21:00:00 hrs","Mujer","41 - 50 años",74
2010,"Abril","2010-04-30","21:00:00 hrs","Mujer","51 - 60 años",69
2010,"Abril","2010-04-30","22:00:00 hrs","Hombre","10 - 20 años",25
2010,"Abril","2010-04-30","22:00:00 hrs","Hombre","21 - 30 años",463
2010,"Abril","2010-04-30","22:00:00 hrs","Hombre","31 - 40 años",322
2010,"Abril","2010-04-30","22:00:00 hrs","Hombre","41 - 50 años",218
2010,"Abril","2010-04-30","22:00:00 hrs","Hombre","51 - 60 años",80
2010,"Abril","2010-04-30","22:00:00 hrs","Hombre","61 - 70 años",16
2010,"Abril","2010-04-30","22:00:00 hrs","Hombre","71 - 80 años",1
2010,"Abril","2010-04-30","22:00:00 hrs","Mujer","10 - 20 años",7
2010,"Abril","2010-04-30","22:00:00 hrs","Mujer","21 - 30 años",196
2010,"Abril","2010-04-30","22:00:00 hrs","Mujer","31 - 40 años",124
2010,"Abril","2010-04-30","22:00:00 hrs","Mujer","41 - 50 años",51
2010,"Abril","2010-04-30","22:00:00 hrs","Mujer","51 - 60 años",25
2010,"Abril","2010-04-30","23:00:00 hrs","Hombre","10 - 20 años",16
2010,"Abril","2010-04-30","23:00:00 hrs","Hombre","21 - 30 años",217
2010,"Abril","2010-04-30","23:00:00 hrs","Hombre","31 - 40 años",195
2010,"Abril","2010-04-30","23:00:00 hrs","Hombre","41 - 50 años",118
2010,"Abril","2010-04-30","23:00:00 hrs","Hombre","51 - 60 años",35
2010,"Abril","2010-04-30","23:00:00 hrs","Hombre","61 - 70 años",8
2010,"Abril","2010-04-30","23:00:00 hrs","Mujer","10 - 20 años",2
2010,"Abril","2010-04-30","23:00:00 hrs","Mujer","21 - 30 años",114
2010,"Abril","2010-04-30","23:00:00 hrs","Mujer","31 - 40 años",70
2010,"Abril","2010-04-30","23:00:00 hrs","Mujer","41 - 50 años",19
2010,"Abril","2010-04-30","23:00:00 hrs","Mujer","51 - 60 años",11
2010,"Agosto","2010-08-31","00:00:00 hrs","Hombre","10 - 20 años",12
2010,"Agosto","2010-08-31","00:00:00 hrs","Hombre","21 - 30 años",189
2010,"Agosto","2010-08-31","00:00:00 hrs","Hombre","31 - 40 años",137
2010,"Agosto","2010-08-31","00:00:00 hrs","Hombre","41 - 50 años",50
2010,"Agosto","2010-08-31","00:00:00 hrs","Hombre","51 - 60 años",18
2010,"Agosto","2010-08-31","00:00:00 hrs","Hombre","61 - 70 años",1
2010,"Agosto","2010-08-31","00:00:00 hrs","Mujer","10 - 20 años",5
2010,"Agosto","2010-08-31","00:00:00 hrs","Mujer","21 - 30 años",65
2010,"Agosto","2010-08-31","00:00:00 hrs","Mujer","31 - 40 años",37
2010,"Agosto","2010-08-31","00:00:00 hrs","Mujer","41 - 50 años",7
2010,"Agosto","2010-08-31","00:00:00 hrs","Mujer","51 - 60 años",2
2010,"Agosto","2010-08-31","00:00:00 hrs","Mujer","61 - 70 años",1
2010,"Agosto","2010-08-31","01:00:00 hrs","Hombre","10 - 20 años",1
2010,"Agosto","2010-08-31","01:00:00 hrs","Hombre","21 - 30 años",5
2010,"Agosto","2010-08-31","01:00:00 hrs","Hombre","31 - 40 años",8
2010,"Agosto","2010-08-31","01:00:00 hrs","Hombre","41 - 50 años",2
2010,"Agosto","2010-08-31","01:00:00 hrs","Hombre","51 - 60 años",3
2010,"Agosto","2010-08-31","01:00:00 hrs","Mujer","21 - 30 años",2
2010,"Agosto","2010-08-31","01:00:00 hrs","Mujer","31 - 40 años",1
2010,"Agosto","2010-08-31","01:00:00 hrs","Mujer","41 - 50 años",2
2010,"Agosto","2010-08-31","02:00:00 hrs","Hombre","21 - 30 años",2
2010,"Agosto","2010-08-31","02:00:00 hrs","Hombre","31 - 40 años",7
2010,"Agosto","2010-08-31","02:00:00 hrs","Mujer","21 - 30 años",4
2010,"Agosto","2010-08-31","02:00:00 hrs","Mujer","31 - 40 años",1
2010,"Agosto","2010-08-31","03:00:00 hrs","Hombre","21 - 30 años",4
2010,"Agosto","2010-08-31","03:00:00 hrs","Hombre","31 - 40 años",4
2010,"Agosto","2010-08-31","03:00:00 hrs","Hombre","41 - 50 años",3
2010,"Agosto","2010-08-31","03:00:00 hrs","Hombre","51 - 60 años",3
2010,"Agosto","2010-08-31","03:00:00 hrs","Mujer","21 - 30 años",2
2010,"Agosto","2010-08-31","03:00:00 hrs","Mujer","31 - 40 años",3
2010,"Agosto","2010-08-31","03:00:00 hrs","Mujer","51 - 60 años",1
2010,"Agosto","2010-08-31","04:00:00 hrs","Hombre","21 - 30 años",3
2010,"Agosto","2010-08-31","04:00:00 hrs","Hombre","31 - 40 años",1
2010,"Agosto","2010-08-31","04:00:00 hrs","Hombre","41 - 50 años",2
2010,"Agosto","2010-08-31","04:00:00 hrs","Mujer","21 - 30 años",1
2010,"Agosto","2010-08-31","04:00:00 hrs","Mujer","31 - 40 años",2
2010,"Agosto","2010-08-31","04:00:00 hrs","Mujer","41 - 50 años",1
2010,"Agosto","2010-08-31","04:00:00 hrs","Mujer","51 - 60 años",1
2010,"Agosto","2010-08-31","05:00:00 hrs","Hombre","21 - 30 años",2
2010,"Agosto","2010-08-31","05:00:00 hrs","Hombre","31 - 40 años",3
2010,"Agosto","2010-08-31","05:00:00 hrs","Hombre","41 - 50 años",1
2010,"Agosto","2010-08-31","05:00:00 hrs","Mujer","21 - 30 años",1
2010,"Agosto","2010-08-31","05:00:00 hrs","Mujer","31 - 40 años",2
2010,"Agosto","2010-08-31","05:00:00 hrs","Mujer","51 - 60 años",1
2010,"Agosto","2010-08-31","06:00:00 hrs","Hombre","10 - 20 años",14
2010,"Agosto","2010-08-31","06:00:00 hrs","Hombre","21 - 30 años",133
2010,"Agosto","2010-08-31","06:00:00 hrs","Hombre","31 - 40 años",68
2010,"Agosto","2010-08-31","06:00:00 hrs","Hombre","41 - 50 años",69
2010,"Agosto","2010-08-31","06:00:00 hrs","Hombre","51 - 60 años",34
2010,"Agosto","2010-08-31","06:00:00 hrs","Hombre","61 - 70 años",1
2010,"Agosto","2010-08-31","06:00:00 hrs","Hombre","71 - 80 años",1
2010,"Agosto","2010-08-31","06:00:00 hrs","Mujer","10 - 20 años",2
2010,"Agosto","2010-08-31","06:00:00 hrs","Mujer","21 - 30 años",37
2010,"Agosto","2010-08-31","06:00:00 hrs","Mujer","31 - 40 años",27
2010,"Agosto","2010-08-31","06:00:00 hrs","Mujer","41 - 50 años",19
2010,"Agosto","2010-08-31","06:00:00 hrs","Mujer","51 - 60 años",14
2010,"Agosto","2010-08-31","06:00:00 hrs","Mujer","61 - 70 años",8
2010,"Agosto","2010-08-31","07:00:00 hrs","Hombre","10 - 20 años",51
2010,"Agosto","2010-08-31","07:00:00 hrs","Hombre","21 - 30 años",593
2010,"Agosto","2010-08-31","07:00:00 hrs","Hombre","31 - 40 años",479
2010,"Agosto","2010-08-31","07:00:00 hrs","Hombre","41 - 50 años",222
2010,"Agosto","2010-08-31","07:00:00 hrs","Hombre","51 - 60 años",179
2010,"Agosto","2010-08-31","07:00:00 hrs","Hombre","61 - 70 años",38
2010,"Agosto","2010-08-31","07:00:00 hrs","Mujer","10 - 20 años",28
2010,"Agosto","2010-08-31","07:00:00 hrs","Mujer","21 - 30 años",294
2010,"Agosto","2010-08-31","07:00:00 hrs","Mujer","31 - 40 años",188
2010,"Agosto","2010-08-31","07:00:00 hrs","Mujer","41 - 50 años",123
2010,"Agosto","2010-08-31","07:00:00 hrs","Mujer","51 - 60 años",27
2010,"Agosto","2010-08-31","07:00:00 hrs","Mujer","61 - 70 años",10
2010,"Agosto","2010-08-31","08:00:00 hrs","Hombre","10 - 20 años",67
2010,"Agosto","2010-08-31","08:00:00 hrs","Hombre","21 - 30 años",1454
2010,"Agosto","2010-08-31","08:00:00 hrs","Hombre","31 - 40 años",1212
2010,"Agosto","2010-08-31","08:00:00 hrs","Hombre","41 - 50 años",525
2010,"Agosto","2010-08-31","08:00:00 hrs","Hombre","51 - 60 años",280
2010,"Agosto","2010-08-31","08:00:00 hrs","Hombre","61 - 70 años",55
2010,"Agosto","2010-08-31","08:00:00 hrs","Hombre","71 - 80 años",1
2010,"Agosto","2010-08-31","08:00:00 hrs","Mujer","10 - 20 años",34
2010,"Agosto","2010-08-31","08:00:00 hrs","Mujer","21 - 30 años",697
2010,"Agosto","2010-08-31","08:00:00 hrs","Mujer","31 - 40 años",359
2010,"Agosto","2010-08-31","08:00:00 hrs","Mujer","41 - 50 años",154
2010,"Agosto","2010-08-31","08:00:00 hrs","Mujer","51 - 60 años",91
2010,"Agosto","2010-08-31","08:00:00 hrs","Mujer","61 - 70 años",20
2010,"Agosto","2010-08-31","09:00:00 hrs","Hombre","10 - 20 años",90
2010,"Agosto","2010-08-31","09:00:00 hrs","Hombre","21 - 30 años",2042
2010,"Agosto","2010-08-31","09:00:00 hrs","Hombre","31 - 40 años",1787
2010,"Agosto","2010-08-31","09:00:00 hrs","Hombre","41 - 50 años",658
