1223,Peñón Viejo,STCLA06,Intermedia,Iztapalapa,1991.0,CDMX,-99.0175632164011,19.3729784740315,10,6,5172,STC Metro,t,
1224,Acatitla,STCLA07,Intermedia,Iztapalapa,1991.0,CDMX,-99.005734793425,19.3646461127799,10,7,5165,STC Metro,t,
1225,Santa Marta,STCLA08,Intermedia,Iztapalapa,1991.0,CDMX,-98.9952090600376,19.3606641259078,10,8,5173,STC Metro,t,
1226,Los Reyes,STCLA09,Intermedia,La Paz,1991.0,EDOMEX,-98.9770273659554,19.3592850115235,10,9,5170,STC Metro,t,
1227,La Paz,STCLA10,Terminal,La Paz,1991.0,EDOMEX,-98.9604533941162,19.3506876302749,10,10,5169,STC Metro,t,
1228,Hipódromo las Américas / Periférico,STCLB01,Terminal / Transbordo,Nezahualcóyotl,2040.0,CDMX,-99.216389674011,19.4423772420843,11,1,0,STC Metro,t,
1229,Las Américas,STCLB02,Intermedia,Miguel Hidalgo,2040.0,CDMX,-99.2008691940938,19.4403386844142,11,2,0,STC Metro,t,
1230,San Joaquín,STCLB03,Intermedia,Miguel Hidalgo,2040.0,CDMX,-99.1918106051513,19.4450755603505,11,3,0,STC Metro,t,
1231,Anahuac,STCLB04,Intermedia,Miguel Hidalgo,2040.0,CDMX,-99.1813862321438,19.4470681886556,11,4,0,STC Metro,t,
1232,Colegio Militar,STCLB05,Intermedia / Transbordo,Miguel Hidalgo,2040.0,CDMX,-99.1718934456121,19.449421834561,11,5,5174,STC Metro,t,
1233,Santa María la Ribera,STCLB06,Intermedia,Cuauhtémoc,2040.0,CDMX,-99.1598549000942,19.4492794724643,11,6,5175,STC Metro,t,
1234,Buenavista,STCLB07,Terminal / Transbordo,Cuauhtémoc,1999.0,CDMX,-99.1524364355816,19.4464466482595,11,7,5176,STC Metro,t,
1235,Guerrero,STCLB08,Transbordo,Cuauhtémoc,1999.0,CDMX,-99.1452052001092,19.4447065512256,11,8,5181,STC Metro,t,
1236,Garibaldi/Lagunilla,STCLB09,Transbordo,Cuauhtémoc,1999.0,CDMX,-99.1386944720321,19.443733621495,11,9,5180,STC Metro,t,
1237,Lagunilla,STCLB10,Intermedia,Cuauhtémoc,1999.0,CDMX,-99.1318495921649,19.4433855838949,11,10,5183,STC Metro,t,
1238,Tepito,STCLB11,Intermedia,Cuauhtémoc,1999.0,CDMX,-99.1242360232956,19.442763719388,11,11,5194,STC Metro,t,
1239,Morelos,STCLB12,Transbordo,Venustiano Carranza,1999.0,CDMX,-99.1181405011343,19.4396524290958,11,12,5184,STC Metro,t,
1240,San Lázaro,STCLB13,Transbordo,Venustiano Carranza,1999.0,CDMX,-99.1137101504807,19.4319509244443,11,13,5193,STC Metro,t,
1241,Ricardo Flores Magón,STCLB14,Intermedia,Venustiano Carranza,1999.0,CDMX,-99.1037202978734,19.4365515172033,11,14,5190,STC Metro,t,
1242,Romero Rubio,STCLB15,Intermedia,Venustiano Carranza,1999.0,CDMX,-99.0942038099855,19.4408023136988,11,15,5192,STC Metro,t,
1243,Oceanía,STCLB16,Transbordo,Gustavo A. Madero / Venustiano Carranza,1999.0,CDMX,-99.0871506894875,19.4457416439017,11,16,5187,STC Metro,t,
1244,Deportivo Oceanía,STCLB17,Intermedia,Gustavo A. Madero,1999.0,CDMX,-99.0793326794687,19.4510041278426,11,17,5178,STC Metro,t,
1245,Bosque de Aragón,STCLB18,Intermedia,Gustavo A. Madero,1999.0,CDMX,-99.0692841964536,19.4580815295779,11,18,5175,STC Metro,t,
1246,Villa de Aragón,STCLB19,Intermedia,Gustavo A. Madero,1999.0,CDMX,-99.0612783380475,19.46164883798,11,19,5195,STC Metro,t,
1247,Nezahualcóyotl,STCLB20,Intermedia,Nezahualcóyotl,2000.0,EDOMEX,-99.0547299547357,19.4726213985066,11,20,5186,STC Metro,t,
1248,Impulsora,STCLB21,Intermedia,Nezahualcóyotl,2000.0,EDOMEX,-99.0490180218211,19.4855635136007,11,21,5182,STC Metro,t,
1249,Río de los Remedios,STCLB22,Intermedia,Nezahualcóyotl,2000.0,EDOMEX,-99.0466120920405,19.4910553485595,11,22,5191,STC Metro,t,
1250,Múzquiz,STCLB23,Intermedia,Ecatepec,2000.0,EDOMEX,-99.0421039409248,19.5013031462479,11,23,5185,STC Metro,t,
1251,Ecatepec,STC0224,Intermedia,Ecatepec,2000.0,EDOMEX,-99.0359709810097,19.5153957581337,11,24,5179,STC Metro,t,
1252,Olímpica,0,Intermedia,Ecatepec,2000.0,EDOMEX,-99.0333536075647,19.5212582142052,11,25,5188,STC Metro,t,
1253,Plaza Aragón,0,Intermedia,Ecatepec,2000.0,EDOMEX,-99.0301953746623,19.5284494459575,11,26,5189,STC Metro,t,
1254,Ciudad Azteca,0,Terminal,Ecatepec,2000.0,EDOMEX,-99.0277050176717,19.5347400634345,11,27,5177,STC Metro,t,
1255,Tasqueña,0,Terminal,Coyoacán,1970.0,CDMX,-99.1395369122942,19.3439114980384,81,1,5060,STC Metro,t,
1256,Santa Ana,0,0,0,0.0,CDMX,-99.1242105917976,19.3290426198504,81,2,0,STC Metro,t,
1257,Naval Militar,0,0,0,0.0,CDMX,-99.1250605381867,19.3220886052899,81,3,0,STC Metro,t,
1258,Canal de Miramontes,0,0,0,0.0,CDMX,-99.124233184663,19.3150434617252,81,4,0,STC Metro,t,
1259,Las Bombas,0,0,0,0.0,CDMX,-99.1237495380024,19.3114491252947,81,5,0,STC Metro,t,
1260,El Hueso,0,0,0,0.0,CDMX,-99.124507291044,19.3037068353353,81,7,0,STC Metro,t,
1261,Brujas,0,0,0,0.0,CDMX,-99.1251386177668,19.2966593567059,81,8,0,STC Metro,t,
1262,Acoxpa,0,0,0,0.0,CDMX,-99.1254752466218,19.2928512257533,81,9,0,STC Metro,t,
1263,Vaqueritos,0,0,0,0.0,CDMX,-99.1250640013607,19.2849959637533,81,10,0,STC Metro,t,
1264,Prepa 1,0,0,0,0.0,CDMX,-99.1198638408461,19.2739705463115,81,11,0,STC Metro,t,
1265,Guadalupe I Ramírez,0,0,0,0.0,CDMX,-99.1148700948125,19.2658564166822,81,12,0,STC Metro,t,
1266,Francisco Goitia,0,0,0,0.0,CDMX,-99.1124100722234,19.2610869533072,81,13,0,STC Metro,t,
1267,Deportivo Xochimilco,0,0,0,0.0,CDMX,-99.1085949315791,19.2563965229555,81,14,0,STC Metro,t,
1268,Madreselva,0,0,0,0.0,CDMX,-99.099382610638,19.2513569987565,81,15,0,STC Metro,t,
1269,Embarcadero Nativitas,0,0,0,0.0,CDMX,-99.0913102029583,19.2479530835943,81,16,0,STC Metro,t,
1270,Museo Arqueològico,0,0,0,0.0,CDMX,-99.0824565571666,19.2468761348494,81,17,0,STC Metro,t,
1271,Santa Cruz Acalpixca,0,0,0,0.0,CDMX,-99.075531136664,19.2465439766633,81,18,0,STC Metro,t,
1272,San Gregorio Atlapulco,0,0,0,0.0,CDMX,-99.0666740464759,19.25441845078,81,19,0,STC Metro,t,
1273,Av México,0,0,0,0.0,CDMX,-99.0618772161232,19.2532326530528,81,20,0,STC Metro,t,
1274,Acueducto ,0,0,0,0.0,CDMX,-99.0579191146638,19.2490386655632,81,21,0,STC Metro,t,
1275,Camino Real,0,0,0,0.0,CDMX,-99.0544832365794,19.2414793978068,81,22,0,STC Metro,t,
1276,Pozo 3,0,0,0,0.0,CDMX,-99.0542766879324,19.2359212476137,81,23,0,STC Metro,t,
1277,Momoxco,0,0,0,0.0,CDMX,-99.0502152913142,19.216687120564,81,24,0,STC Metro,t,
1278,San Pedro Atocpan,0,0,0,0.0,CDMX,-99.0465324210227,19.2061660355666,81,25,0,STC Metro,t,
1279,Santa Martha,0,0,0,0.0,0,-99.0344884854932,19.2011824628843,81,26,0,STC Metro,f,
1280,Distrito 7 Villa Alta,STC7020,Intermedia,Milpa Alta,2000.0,CDCapital,-99.02285646865,19.1928136746947,81,27,5178,STC Metro,f,
1281,Base Canal de Chalco,STCLB137,Intermedia,Iztapalapa,1967.0,CDCapital,-99.0868432246045,19.3058906418396,71,1,7101,STC Metro,f,
1282,Cuemanco,STCLB138,Intermedia,Xochimilco,1967.0,CDCapital,-99.0942407817674,19.2984866689764,71,2,7102,STC Anillar,f,
1283,Canal Nacional,STCLB139,Intermedia,Tlalpan,1967.0,CDCapital,-99.1022150696128,19.2951373900851,71,3,7103,STC Anillar,f,
1284,Muyuguarda/Cafetales,STCLB141,Transbordo,Tlalpan,1967.0,CDCapital,-99.1151871930735,19.2896182983505,71,4,7104,STC Anillar,f,
1285,Vaqueritos,STC7001,Transbordo,Tlalpan,1967.0,CDCapital,-99.1263201882756,19.2848434038385,71,5,7105,STC Anillar,f,
1286,Coapa,STCLB22,Intermedia,Tlalpan,1967.0,CDCapital,-99.1315359290786,19.2837426599594,71,6,7106,STC Anillar,f,
1287,Tepepan,STCLB24,Intermedia,Tlalpan,1967.0,CDCapital,-99.1413095240045,19.2826902381638,71,7,7107,STC Anillar,f,
1288,ESCA,STCLB26,Intermedia,Tlalpan,1967.0,CDCapital,-99.1471534331923,19.2855171865218,71,8,7108,STC Anillar,f,
1289,Zona de Hospitales,STCLB27,Intermedia,Tlalpan,1967.0,CDCapital,-99.1520826881746,19.2904007344833,71,9,7109,STC Anillar,f,
1290,Huipulco,STCLB28,Intermedia,Tlalpan,1967.0,CDCapital,-99.154638074917,19.2947326036117,71,10,7110,STC Anillar,f,
1291,Imán/Circuito Azteca,STCLB31,Intermedia,Coyoacán,1967.0,CDCapital,-99.1605958187857,19.3010375800792,71,11,7111,STC Anillar,f,
1292,Gran Sur,STCLB33,Intermedia,Coyoacán,1967.0,CDCapital,-99.165564430135,19.3021048026286,71,12,7112,STC Anillar,f,
1293,Santa Ursula,STCLB34,Intermedia,Coyoacán,1967.0,CDCapital,-99.1728062297974,19.3030265199362,71,13,7113,STC Anillar,f,
1294,Cuicuilco,STCLB36,Intermedia,Tlalpan,1967.0,CDCapital,-99.1814065330579,19.3031746140771,71,14,7114,STC Anillar,f,
1295,Periférico Sur,STCLB37,Transbordo,Coyoacán,1967.0,CDCapital,-99.1858597527883,19.3031599255714,71,15,7115,STC Anillar,f,
1296,Jardines del Pedregal,STCLB40,Intermedia,Coyoacán,1967.0,CDCapital,-99.1997557764832,19.304247670836,71,16,7116,STC Anillar,f,
1297,Ajusco,STCLB42,Transbordo,Coyoacán,1967.0,CDCapital,-99.204757323956,19.3058181987807,71,17,7117,STC Anillar,f,
1298,Sta Teresa,STCLB45,Intermedia,Tlalpan,1967.0,CDCapital,-99.2158309051932,19.3075696512559,71,18,7118,STC Anillar,f,
1299,Ángeles,STC7005,Intermedia,Tlalpan,1967.0,CDCapital,-99.2199193504131,19.3129905724798,71,19,7119,STC Anillar,f,
1300,Suiza,STCLB47,Intermedia,Magdalena Contreras,1967.0,CDCapital,-99.2216738353594,19.3186553545115,71,20,7120,STC Anillar,f,
1301,Luis Cabrera,STCLB48,Transbordo,Magdalena Contreras,1967.0,CDCapital,-99.220328643837,19.320925949733,71,21,7121,STC Anillar,f,
1302,San Antonio Elevado,STCLB50,Intermedia,Ecatepec,2000.0,CDCapital,-99.2156603800189,19.324062314384,72,1,5188,STC Anillar,f,
1303,Tarasquillo,STC7006,Intermedia,Ecatepec,2000.0,CDCapital,-99.2120483506634,19.3286106861771,72,2,5177,STC Anillar,f,
1304,Glorieta monumental,STCLB52,Intermedia,Xochimilco,2000.0,CDCapital,-99.2109659153388,19.3306707865798,72,2,7004,STC Anillar,f,
1305,Parque el Batàn,STCLB53,Intermedia,Tlalpan,2000.0,CDCapital,-99.2089943081942,19.3342970580488,72,3,5178,STC Anillar,f,
1306,Toluca,STCLB55,Transbordo,Tlalpan,2000.0,CDCapital,-99.2032322288589,19.3408894521725,72,4,5195,STC Anillar,f,
1307,Desierto de los Leones,STCLB57,Intermedia,Tlalpan,2000.0,CDCapital,-99.2020378704102,19.3479263629079,72,5,5182,STC Anillar,f,
1308,Romulo O'Farril,STCLB58,Intermedia,Tlalpan,2000.0,CDCapital,-99.1988823295185,19.3557316805212,72,6,5185,STC Anillar,f,
1309,Barranca del Muerto/Periférico,STCLB60,Intermedia,Gustavo A. Madero,2000.0,CDCapital,-99.1912054597844,19.3617955262867,72,7,5188,STC Anillar,f,
1310,Prepa 8,STCLB62,Intermedia,Nezahualcóyotl,2000.0,CDCapital,-99.1911488730648,19.366922941138,72,8,5177,STC Anillar,f,
1311,Rosa Trepadora,STCLB63,Intermedia,Nezahualcóyotl,2000.0,CDCapital,-99.193938817374,19.3721026926363,72,9,7005,STC Anillar,f,
1312,Celini,STC7008,Intermedia,Ecatepec,2000.0,CDCapital,-99.1915218752405,19.3762729468749,72,10,5178,STC Anillar,f,
1313,Distribuidor Víal San antonio,STCLB65,Terminal,Ecatepec,2000.0,CDCapital,-99.1912526191116,19.3847724156345,72,11,5195,STC Anillar,f,
1314,San Pedro de Los Pinos/Periférico,STCLB67,Transbordo,Ecatepec,2000.0,CDCapital,-99.188913461022,19.3909745202463,72,12,5182,STC Anillar,f,
1315,11 de abril,STCLB68,Intermedia,Xochimilco,2000.0,CDCapital,-99.1887382399895,19.3955383249044,72,13,5191,STC Anillar,f,
1316,Miguel Alemán Valdés,STCLB69,Intermedia,Tlalpan,2000.0,CDCapital,-99.1917529384344,19.4001935073707,72,14,5185,STC Anillar,f,
1317,Parque Lira,STC7009,Intermedia,Tlalpan,2000.0,CDCapital,-99.1918864435316,19.4064246330255,72,15,5179,STC Anillar,f,
1318,Constituyentes/Periférico,STCLB70,Intermedia,Tlalpan,2000.0,CDCapital,-99.1941158560232,19.4112098768217,72,16,5188,STC Anillar,f,
1319,Los Pinos,STCLB71,Intermedia,Tlalpan,2000.0,CDCapital,-99.1948212702859,19.4179379699072,72,17,5189,STC Anillar,f,
1320,Alencastre,STCLB72,Intermedia,Tlalpan,2000.0,CDCapital,-99.1990471598163,19.4227045760294,72,18,5177,STC Anillar,f,
1321,Paseo de la Reforma,STCLB73,Intermedia,Tlalpan,2000.0,CDCapital,-99.2033829224792,19.427271778236,72,19,7006,STC Anillar,f,
1322,Presidente Masaryk,STCLB74,Intermedia,Tlalpan,2000.0,CDCapital,-99.2080967842068,19.4320351650801,72,20,5178,STC Anillar,f,
1323,Homero,STCLB75,Intermedia,Tlalpan,2000.0,CDCapital,-99.2129461326464,19.4367463974964,72,21,5175,STC Anillar,f,
1324,Ejército Nacional,STC7010,Intermedia,Gustavo A. Madero,2000.0,CDCapital,-99.214626690685,19.4392638928012,72,22,5195,STC Anillar,f,
1325,Hipódromo las Américas,STCLB76,Terminal,Nezahualcóyotl,2000.0,CDCapital,-99.216389674011,19.4423772420843,72,23,5186,STC Anillar,f,
1326,Cuatro Caminos/Periférico,STCLB78,Transbordo,Nezahualcóyotl,2000.0,CDCapital,-99.2205876390333,19.4587801108788,72,24,5191,STC Anillar,f,
1327,Las torres,STCLB79,Intermedia,Ecatepec,2000.0,CDCapital,-99.2245013622917,19.4660189895512,72,25,5185,STC Anillar,f,
1328,Naucalpan,STCLB81,Intermedia,Ecatepec,2000.0,CDCapital,-99.2285223588608,19.47375676818,72,26,5188,STC Anillar,f,
1329,Gustavo Baz Prada,STC7011,Intermedia,Ecatepec,2000.0,CDCapital,-99.2319348869996,19.4790829347871,72,27,5189,STC Anillar,f,
1330,Lomas Verdes,STCLB82,Intermedia,Ecatepec,2000.0,CDCapital,-99.2350808843679,19.4861748591816,72,28,5177,STC Anillar,f,
1331,Parque Naucalli,STCLB83,Intermedia,Xochimilco,2000.0,CDCapital,-99.2372188516262,19.4942303629856,72,29,7007,STC Anillar,f,
1332,Ciudad Satélite,STCLB84,Intermedia,Tlalpan,2000.0,CDCapital,-99.2368132396803,19.5092138203163,73,1,5178,STC Anillar,f,
1333,Circunvalación,STCLB85,Intermedia,Tlalpan,2000.0,CDCapital,-99.2306362052263,19.5193013624258,73,2,5175,STC Anillar,f,
1334,Viveros de Atizapán,STCLB87,Intermedia,Tlalpan,2000.0,CDCapital,-99.2185048168838,19.5185963862678,73,3,5186,STC Anillar,f,
1335,Presidente Juárez,STC7012,Terminal,Tlalpan,2000.0,CDCapital,-99.2117073099832,19.5168414273159,73,4,5182,STC Anillar,f,
1336,Tlanepantla,STCLB90,Intermedia,Tlalpan,2000.0,CDCapital,-99.1964973796254,19.5170094114134,73,5,5179,STC Anillar,f,
1337,Av de las Granjas,STCLB93,Intermedia,Nezahualcóyotl,2000.0,CDCapital,-99.1793753322663,19.5116041682883,73,6,5177,STC Anillar,f,
1338,El Heraldo,STC7013,Intermedia,Nezahualcóyotl,2000.0,CDCapital,-99.1729985503897,19.5145114374118,73,7,7008,STC Anillar,f,
1339,Vaso Regulador de Carretas,STCLB94,Intermedia,Ecatepec,2000.0,CDCapital,-99.1655936278391,19.5124915987051,73,8,5178,STC Anillar,f,
1340,Progreso Nacional,STCLB95,Intermedia,Ecatepec,2000.0,CDCapital,-99.1603951642349,19.512747482633,73,9,5175,STC Anillar,f,
1341,Fábricas/Periférico,STCLB96,Intermedia,Ecatepec,2000.0,CDCapital,-99.154068179484,19.5146094622948,73,10,5195,STC Anillar,f,
1342,Río San Joaquín,STCLB97,Intermedia,Ecatepec,2000.0,CDCapital,-99.1430542558633,19.5180624295389,73,11,5186,STC Anillar,f,
1343,Acueducto,STCLB98,Intermedia,Ecatepec,2000.0,CDCapital,-99.1345326557674,19.5179557253226,73,12,5182,STC Anillar,f,
1344,La Presa,STCLB99,Terminal,Xochimilco,2000.0,CDCapital,-99.1242526088899,19.5191546977744,73,13,5191,STC Anillar,f,
1345,Hermilo Mena,STC7014,Transbordo,Tlalpan,2000.0,CDCapital,-99.114145246139,19.5214580487031,73,14,5185,STC Anillar,f,
1346,Constituyentes de 1857,STCLB102,Intermedia,Tlalpan,2000.0,CDCapital,-99.1012458364103,19.5147915769313,73,15,5189,STC Anillar,f,
1347,Río de los Remedios Metrobus/Periférico,STCLB104,Intermedia,Tlalpan,2000.0,CDCapital,-99.0859313881947,19.5071286247817,73,16,7009,STC Anillar,f,
1348,Gran Canal de Desague,STCLB105,Intermedia,Tlalpan,2000.0,CDCapital,-99.0779649889604,19.5038193655209,73,17,5178,STC Anillar,f,
1349,Parque Orizaba,STCLB106,Intermedia,Gustavo A. Madero,2000.0,CDCapital,-99.0642759104053,19.4982680721875,73,18,5195,STC Anillar,f,
1350,Valle de Santiago,STCLB107,Intermedia,Nezahualcóyotl,2000.0,CDCapital,-99.053966727543,19.4938637992146,73,19,5186,STC Anillar,f,
1351,Río de los Remedios Metro/Periférico,STCLB108,Intermedia,Nezahualcóyotl,2000.0,CDCapital,-99.0466020294544,19.4911807713892,73,20,5182,STC Anillar,f,
1352,Valle de San Lorenzo,STCLB109,Intermedia,Nezahualcóyotl,2000.0,CDCapital,-99.0388115288086,19.4873294113852,73,21,5191,STC Anillar,f,
1353,Colonias de Aragón,STCLB111,Transbordo,Ecatepec,2000.0,CDCapital,-99.0316621504572,19.4793309527282,73,22,5179,STC Anillar,f,
1354,FES Aragón,STC7016,Transbordo,Ecatepec,2000.0,CDCapital,-99.0356457017992,19.4730405471889,74,1,5188,STC Anillar,f,
1355,Pirules,STCLB112,Intermedia,Ecatepec,2000.0,CDCapital,-99.0373166530742,19.4666123777387,74,2,5189,STC Anillar,f,
1356,Peñòn Texcoco/Periférico,STCLB113,Intermedia,Ecatepec,2000.0,CDCapital,-99.0383847433583,19.4571699263318,74,3,5177,STC Anillar,f,
1357,Alameda Oriente,STCLB114,Intermedia,Xochimilco,2000.0,CDCapital,-99.0522269700144,19.4297107907808,74,4,7010,STC Anillar,f,
1358,Ciudad Nezahualcoyotl,STCLB116,Intermedia,Tlalpan,2000.0,CDCapital,-99.0554993142479,19.4223645933323,74,5,5175,STC Anillar,f,
1359,Av Pantitlán,STCLB118,Intermedia,Tlalpan,2000.0,CDCapital,-99.0567857536576,19.4119961559513,74,6,5182,STC Anillar,f,
1360,Valesquillo,STCLB120,Intermedia,Tlalpan,2000.0,CDCapital,-99.0575875865377,19.4046000958895,74,7,5185,STC Anillar,f,
1361,Canal de San Juan/Periférico,STCLB122,Transbordo,Gustavo A. Madero,2000.0,CDCapital,-99.0579318907728,19.3983599751904,74,8,5188,STC Anillar,f,
1362,Constitución de Apatzingán,STC7018,Intermedia,Nezahualcóyotl,2000.0,CDCapital,-99.0599752608567,19.3896460289669,74,9,5177,STC Anillar,f,
1363,Canal de Tezontle,STCLB125,Intermedia,Ecatepec,2000.0,CDCapital,-99.0606372559403,19.3820692425108,74,10,5178,STC Anillar,f,
1364,Leyes de Reforma,STCLB126,Intermedia,Ecatepec,2000.0,CDCapital,-99.0601250788034,19.3767183843786,74,11,5175,STC Anillar,f,
1365,Luis Méndez,STCLB128,Intermedia,Ecatepec,2000.0,CDCapital,-99.0574385618996,19.3633810991953,74,12,5186,STC Anillar,f,
1366,Revolución Social,STC7019,Intermedia,Xochimilco,2000.0,CDCapital,-99.0596560450222,19.3535104905475,74,13,5191,STC Anillar,f,
1367,Constitución de 1917/Periférico,STCLB131,Intermedia,Tlalpan,2000.0,CDCapital,-99.0626549863211,19.3450857602017,74,14,5179,STC Anillar,f,
1368,5 de mayo,STCLB132,Terminal,Tlalpan,2000.0,CDCapital,-99.0642540491586,19.3391428958489,74,15,5188,STC Anillar,f,
1369,Iztapalapa,STCLB134,Transbordo,Tlalpan,2000.0,CDCapital,-99.067599524439,19.3283774337608,74,16,5177,STC Anillar,f,
1370,Periférico Oriente/Periférico,STC7020,Intermedia,Tlalpan,2000.0,CDCapital,-99.0745175260824,19.3176186017939,74,17,5178,STC Anillar,f,
1371,Jardines del Pedregal,STCLB40,Intermedia,Coyoacán,1967.0,CDCapital,-99.1997557764832,19.304247670836,75,1,7116,STC Anillar,f,
1372,Distrito 9 Bosques de Tlalpan,0,0,0,0.0,CDCapital,-99.191959297932,19.2965532092998,75,2,0,STC Anillar,f,
1373,Distrito 9 Villa Olímpica,0,0,0,0.0,CDCapital,-99.1821436885798,19.2943099144356,75,3,0,STC Anillar,f,
1374,Distrito 9 Fuentes Brotantes,0,0,0,0.0,CDCapital,-99.1745637125487,19.2881129212024,75,4,0,STC Anillar,f,
1375,Distrito 9 El caminero,0,0,0,0.0,CDCapital,-99.1688669147895,19.2783759089616,75,5,0,STC Anillar,f,
1376,Distrito 9 San Pedro Martir,0,0,0,0.0,CDCapital,-99.1724350156056,19.2639699473012,75,6,0,STC Anillar,f,
1377,Distrito 9 San Andrés,0,0,0,0.0,CDCapital,-99.1706186487172,19.245582183004,75,7,0,STC Anillar,f,
1378,Distrito 9 San Miguel Xicalco,0,0,0,0.0,CDCapital,-99.1575161106539,19.2352868537847,75,8,0,STC Anillar,f,
1379,Distrito 9 Kilómetro 27 Sur,0,0,0,0.0,CDCapital,-99.1528956259134,19.2252005692543,75,9,0,STC Anillar,f,
1380,Distrito 9 Kilómetro 28 Sur,0,0,0,0.0,CDCapital,-99.1546798849431,19.2119252444861,75,10,0,STC Anillar,f,
1381,Distrito 9 Topilejo,0,0,0,0.0,CDCapital,-99.1421951074057,19.2002291038026,75,11,0,STC Anillar,f,
1382,Distrito 6 Tlalnepantla,0,0,0,0.0,CDCapital,-99.1223194911525,19.1988085604354,75,12,0,STC Anillar,f,
1383,Distrito 7 San Isidro,0,0,0,0.0,CDCapital,-99.1046779576667,19.1991325337197,75,13,0,STC Anillar,f,
1384,Distrito 7 Oztotepec,0,0,0,0.0,CDCapital,-99.0788420089192,19.1890688338426,75,14,0,STC Anillar,f,
1385,Distrito 7 Mirador,0,0,0,0.0,CDCapital,-99.0433909333266,19.1840827651744,75,15,0,STC Anillar,f,
1386,Distrito 7 Villa Alta,STC7020,Intermedia,Milpa Alta,2000.0,CDCapital,-99.02285646865,19.1928136746947,75,16,5178,STC Anillar,f,
1387,Distrito 7 Tecoxpa,0,0,0,0.0,CDCapital,-99.0083493134662,19.2006192153926,75,17,0,STC Anillar,f,
1388,Distrito 7 Tecomitl,0,0,0,0.0,CDCapital,-98.9930088911071,19.2171005086815,75,18,0,STC Anillar,f,
1389,Distrito 10 La Cruz,0,0,0,0.0,CDCapital,-98.9947045093792,19.2364630908786,75,19,0,STC Anillar,f,
1390,Distrito 10 Los Olivos,0,0,0,0.0,CDCapital,-99.0047204056722,19.2499098672765,76,1,0,STC Anillar,f,
1391,Distrito 10 Paradero,0,0,0,0.0,CDCapital,-98.9977918399837,19.2662740226827,76,2,0,STC Anillar,f,
1392,Distrito 10 San Rafael,0,0,0,0.0,CDCapital,-99.0097597685548,19.2777386971656,76,3,0,STC Anillar,f,
1393,Distrito 10 Tláhuac,0,0,0,0.0,CDCapital,-99.0139669432037,19.2869099755314,76,4,0,STC Anillar,f,
1394,Distrito 10 Santa Cecilia,102,0,0,0.0,CDCapital,-99.0142589956859,19.2859262527529,76,5,0,STC Anillar,f,
1395,Distrito 10 SFT,0,0,0,0.0,CDCapital,-98.9979040447815,19.2942799050647,76,6,0,STC Anillar,f,
1396,Distrito 10 Santa Catarina,0,0,0,0.0,CDCapital,-98.964281356,19.3078443630336,76,7,0,STC Anillar,f,
1397,Distrito 10 Samuel Ramírez,0,0,0,0.0,CDCapital,-98.9591160367811,19.3218669425612,76,8,0,STC Anillar,f,
1398,San Isidro,0,0,0,0.0,CDCapital,-98.9523203563054,19.332924444968,76,9,0,STC Anillar,f,
1399,Periférico Exterior/La Paz,0,0,0,0.0,CDCapital,-98.9609690243471,19.3505435817377,76,10,0,STC Anillar,f,
1400,Ancón,0,0,0,0.0,CDCapital,-98.9639316145915,19.3618964389536,76,11,0,STC Anillar,f,
1401,Ferrocarriles,0,0,0,0.0,CDCapital,-98.9640019677673,19.3661834257934,76,12,0,STC Anillar,f,
1402,Río Bravo,0,0,0,0.0,CDCapital,-98.9648903085354,19.3707920002604,76,13,0,STC Anillar,f,
1403,La Laguna,0,0,0,0.0,CDCapital,-98.9683828345991,19.3768043402383,76,14,0,STC Anillar,f,
1404,Los Rosales,0,0,0,0.0,CDCapital,-98.9735235111779,19.3857051751791,76,15,0,STC Anillar,f,
1405,Ferrocarriles,0,0,0,0.0,CDCapital,-98.9794267632745,19.3960669056608,76,16,0,STC Anillar,f,
1406,Las Torres,0,0,0,0.0,CDCapital,-98.9898890071529,19.4142649393371,76,17,0,STC Anillar,f,
1407,Gustavo Baz,0,0,0,0.0,CDCapital,-99.007483839676,19.419054886979,76,18,0,STC Anillar,f,
1408,Ciudad Jardín,0,0,0,0.0,CDCapital,-99.0217296859174,19.4227212947136,76,19,0,STC Anillar,f,
1409,Xochiaca,0,0,0,0.0,CDCapital,-99.0322787757733,19.4253602051921,76,20,0,STC Anillar,f,
1410,Periférico Exterior/alameda Oriente,0,0,0,0.0,CDCapital,-99.0531832197898,19.4308616176696,76,21,0,STC Anillar,f,
1411,Sonapi,0,0,0,0.0,CDCapital,-99.0292900552522,19.4842795727036,77,1,0,STC Anillar,f,
1412,Casa Colorada,0,0,0,0.0,CDCapital,-99.0150556678927,19.4885777853796,77,2,0,STC Anillar,f,
1413,Nueva Aragòn,0,0,0,0.0,CDCapital,-99.0145611216662,19.5072002817362,77,3,0,STC Anillar,f,
1414,Aragòn,0,0,0,0.0,CDCapital,-99.0145741845045,19.5284299042679,77,4,0,STC Anillar,f,
1415,Initec,0,0,0,0.0,CDCapital,-99.0140139890552,19.5510897956021,77,5,0,STC Anillar,f,
1416,San Cristobal,0,0,0,0.0,CDCapital,-99.0156196930152,19.5675346501306,77,6,0,STC Anillar,f,
1417,Exterior Mexiquense 2,0,0,0,0.0,CDCapital,-99.0238830250779,19.5788167085253,77,7,0,STC Anillar,f,
1418,Exterior Mexiquense 1,0,0,0,0.0,CDCapital,-99.0305989243074,19.5914223394846,77,8,0,STC Anillar,f,
